"NOMBRE_DEPARTAMENTO","NOMBRE_MUNICIPIO","NOMBRE_SERVICIO","ESTADO_DEL_VEHICULO","NOMBRE_DE_LA_CLASE","FECHA DE REGISTRO","CANTIDAD","MES DE PUBLICACION","AÑO DE PUBLICACIÓN"
"CUNDINAMARCA","CHOCONTA","OFICIAL","ACTIVO","CAMIONETA","1999","15","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","PARTICULAR","ACTIVO","CAMIONETA","1999","519","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","PARTICULAR","ACTIVO","CAMPERO","1999","559","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","OFICIAL","ACTIVO","CAMPERO","1999","3","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","PÚBLICO","ACTIVO","CAMPERO","1999","1","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","PARTICULAR","INCONSISTENTE","CAMPERO","1999","3","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","PARTICULAR","ACTIVO","MAQ. INDUSTRIAL","1999","4","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","PARTICULAR","ACTIVO","MICROBUS","1999","14","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","OFICIAL","ACTIVO","MICROBUS","1999","1","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","PÚBLICO","ACTIVO","MICROBUS","1999","22","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","PARTICULAR","ACTIVO","MOTOCARRO","1999","1","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","PARTICULAR","ACTIVO","MOTOCICLETA","1999","1990","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","PARTICULAR","INCONSISTENTE","MOTOCICLETA","1999","20","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","OFICIAL","ACTIVO","MOTOCICLETA","1999","85","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","PÚBLICO","INCONSISTENTE","TRACTOCAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","OFICIAL","ACTIVO","TRACTOCAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","PÚBLICO","ACTIVO","TRACTOCAMION","1999","8","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","PÚBLICO","ACTIVO","VOLQUETA","1999","2","AGOSTO","2026"
"CUNDINAMARCA","CHOCONTA","OFICIAL","ACTIVO","VOLQUETA","1999","3","AGOSTO","2026"
"CUNDINAMARCA","COTA","PARTICULAR","ACTIVO","AUTOMOVIL","1999","4","AGOSTO","2026"
"CUNDINAMARCA","COTA","OFICIAL","ACTIVO","BUSETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","COTA","OFICIAL","ACTIVO","CAMIONETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","COTA","PARTICULAR","ACTIVO","CAMPERO","1999","2","AGOSTO","2026"
"CUNDINAMARCA","COTA","PARTICULAR","ACTIVO","MOTOCICLETA","1999","6","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","OFICIAL","ACTIVO","AUTOMOVIL","1999","2","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PARTICULAR","ACTIVO","AUTOMOVIL","1999","139","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PÚBLICO","ACTIVO","AUTOMOVIL","1999","12","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PÚBLICO","ACTIVO","BUS","1999","3","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PÚBLICO","ACTIVO","BUSETA","1999","7","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PÚBLICO","ACTIVO","CAMION","1999","19","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PARTICULAR","ACTIVO","CAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PÚBLICO","INCONSISTENTE","CAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","OFICIAL","ACTIVO","CAMIONETA","1999","4","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PARTICULAR","ACTIVO","CAMIONETA","1999","67","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PÚBLICO","ACTIVO","CAMIONETA","1999","24","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","OFICIAL","ACTIVO","CAMPERO","1999","1","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PARTICULAR","INCONSISTENTE","CAMPERO","1999","1","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PARTICULAR","ACTIVO","CAMPERO","1999","45","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PARTICULAR","ACTIVO","MICROBUS","1999","2","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PÚBLICO","ACTIVO","MICROBUS","1999","15","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","OFICIAL","ACTIVO","MOTOCARRO","1999","1","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PARTICULAR","ACTIVO","MOTOCARRO","1999","6","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","OFICIAL","ACTIVO","MOTOCICLETA","1999","60","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PARTICULAR","ACTIVO","MOTOCICLETA","1999","232","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PARTICULAR","INCONSISTENTE","MOTOCICLETA","1999","3","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PÚBLICO","ACTIVO","TRACTOCAMION","1999","4","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","OFICIAL","ACTIVO","TRACTOCAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","EL ROSAL","PÚBLICO","ACTIVO","VOLQUETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","FACATATIVA","PÚBLICO","ACTIVO","AUTOMOVIL","1999","2","AGOSTO","2026"
"CUNDINAMARCA","FACATATIVA","OFICIAL","ACTIVO","AUTOMOVIL","1999","1","AGOSTO","2026"
"CUNDINAMARCA","FACATATIVA","PARTICULAR","ACTIVO","AUTOMOVIL","1999","9","AGOSTO","2026"
"CUNDINAMARCA","FACATATIVA","PÚBLICO","ACTIVO","CAMION","1999","2","AGOSTO","2026"
"CUNDINAMARCA","FACATATIVA","PARTICULAR","ACTIVO","CAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","FACATATIVA","PARTICULAR","ACTIVO","CAMIONETA","1999","5","AGOSTO","2026"
"CUNDINAMARCA","FACATATIVA","PÚBLICO","ACTIVO","CAMIONETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","FACATATIVA","PARTICULAR","ACTIVO","CAMPERO","1999","6","AGOSTO","2026"
"CUNDINAMARCA","FACATATIVA","PARTICULAR","ACTIVO","MOTOCICLETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","FACATATIVA","PÚBLICO","ACTIVO","TRACTOCAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","FUNZA","PARTICULAR","ACTIVO","AUTOMOVIL","1999","19","AGOSTO","2026"
"CUNDINAMARCA","FUNZA","PÚBLICO","ACTIVO","CAMION","1999","4","AGOSTO","2026"
"CUNDINAMARCA","FUNZA","PÚBLICO","ACTIVO","CAMIONETA","1999","2","AGOSTO","2026"
"CUNDINAMARCA","FUNZA","PARTICULAR","ACTIVO","CAMIONETA","1999","14","AGOSTO","2026"
"CUNDINAMARCA","FUNZA","PARTICULAR","ACTIVO","CAMPERO","1999","11","AGOSTO","2026"
"CUNDINAMARCA","FUNZA","OFICIAL","ACTIVO","CAMPERO","1999","1","AGOSTO","2026"
"CUNDINAMARCA","FUNZA","PÚBLICO","ACTIVO","MICROBUS","1999","1","AGOSTO","2026"
"CUNDINAMARCA","FUNZA","PARTICULAR","ACTIVO","MOTOCICLETA","1999","3","AGOSTO","2026"
"CUNDINAMARCA","FUNZA","PARTICULAR","ACTIVO","TRACTOCAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","FUSAGASUGA","PÚBLICO","ACTIVO","AUTOMOVIL","1999","6","AGOSTO","2026"
"CUNDINAMARCA","FUSAGASUGA","PARTICULAR","ACTIVO","AUTOMOVIL","1999","74","AGOSTO","2026"
"CUNDINAMARCA","FUSAGASUGA","PÚBLICO","ACTIVO","BUS","1999","3","AGOSTO","2026"
"CUNDINAMARCA","FUSAGASUGA","PÚBLICO","ACTIVO","BUSETA","1999","3","AGOSTO","2026"
"CUNDINAMARCA","FUSAGASUGA","PÚBLICO","ACTIVO","CAMION","1999","8","AGOSTO","2026"
"CUNDINAMARCA","FUSAGASUGA","PARTICULAR","ACTIVO","CAMIONETA","1999","30","AGOSTO","2026"
"CUNDINAMARCA","FUSAGASUGA","PÚBLICO","ACTIVO","CAMIONETA","1999","13","AGOSTO","2026"
"CUNDINAMARCA","FUSAGASUGA","PARTICULAR","ACTIVO","CAMPERO","1999","21","AGOSTO","2026"
"CUNDINAMARCA","FUSAGASUGA","OFICIAL","ACTIVO","CAMPERO","1999","1","AGOSTO","2026"
"CUNDINAMARCA","FUSAGASUGA","PÚBLICO","ACTIVO","MICROBUS","1999","8","AGOSTO","2026"
"CUNDINAMARCA","FUSAGASUGA","PARTICULAR","ACTIVO","MICROBUS","1999","1","AGOSTO","2026"
"CUNDINAMARCA","FUSAGASUGA","PARTICULAR","ACTIVO","MOTOCICLETA","1999","46","AGOSTO","2026"
"CUNDINAMARCA","FUSAGASUGA","PÚBLICO","ACTIVO","TRACTOCAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","GIRARDOT","PÚBLICO","ACTIVO","AUTOMOVIL","1999","8","AGOSTO","2026"
"CUNDINAMARCA","GIRARDOT","PARTICULAR","ACTIVO","AUTOMOVIL","1999","68","AGOSTO","2026"
"CUNDINAMARCA","GIRARDOT","OFICIAL","ACTIVO","BUS","1999","1","AGOSTO","2026"
"CUNDINAMARCA","GIRARDOT","PÚBLICO","ACTIVO","BUSETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","GIRARDOT","OFICIAL","ACTIVO","BUSETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","GIRARDOT","PÚBLICO","ACTIVO","CAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","GIRARDOT","PARTICULAR","ACTIVO","CAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","GIRARDOT","PÚBLICO","ACTIVO","CAMIONETA","1999","2","AGOSTO","2026"
"CUNDINAMARCA","GIRARDOT","PARTICULAR","ACTIVO","CAMIONETA","1999","21","AGOSTO","2026"
"CUNDINAMARCA","GIRARDOT","PARTICULAR","ACTIVO","CAMPERO","1999","10","AGOSTO","2026"
"CUNDINAMARCA","GIRARDOT","PARTICULAR","ACTIVO","MAQ. INDUSTRIAL","1999","3","AGOSTO","2026"
"CUNDINAMARCA","GIRARDOT","PÚBLICO","ACTIVO","MICROBUS","1999","16","AGOSTO","2026"
"CUNDINAMARCA","GIRARDOT","PARTICULAR","ACTIVO","MOTOCICLETA","1999","797","AGOSTO","2026"
"CUNDINAMARCA","GIRARDOT","PARTICULAR","ACTIVO","VOLQUETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","GIRARDOT","PÚBLICO","ACTIVO","VOLQUETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","GUADUAS","PARTICULAR","ACTIVO","AUTOMOVIL","1999","2","AGOSTO","2026"
"CUNDINAMARCA","GUADUAS","PARTICULAR","ACTIVO","CAMIONETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","GUADUAS","PARTICULAR","ACTIVO","MICROBUS","1999","1","AGOSTO","2026"
"CUNDINAMARCA","LA CALERA","PARTICULAR","ACTIVO","AUTOMOVIL","1999","29","AGOSTO","2026"
"CUNDINAMARCA","LA CALERA","OFICIAL","ACTIVO","CAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","LA CALERA","PÚBLICO","ACTIVO","CAMIONETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","LA CALERA","PARTICULAR","ACTIVO","CAMIONETA","1999","11","AGOSTO","2026"
"CUNDINAMARCA","LA CALERA","PARTICULAR","ACTIVO","CAMPERO","1999","11","AGOSTO","2026"
"CUNDINAMARCA","LA CALERA","PARTICULAR","ACTIVO","MOTOCICLETA","1999","26","AGOSTO","2026"
"CUNDINAMARCA","LA CALERA","OFICIAL","ACTIVO","VOLQUETA","1999","2","AGOSTO","2026"
"CUNDINAMARCA","LA MESA","PARTICULAR","ACTIVO","AUTOMOVIL","1999","8","AGOSTO","2026"
"CUNDINAMARCA","LA MESA","PARTICULAR","ACTIVO","CAMIONETA","1999","10","AGOSTO","2026"
"CUNDINAMARCA","LA MESA","PÚBLICO","ACTIVO","CAMIONETA","1999","2","AGOSTO","2026"
"CUNDINAMARCA","LA MESA","PARTICULAR","ACTIVO","CAMPERO","1999","3","AGOSTO","2026"
"CUNDINAMARCA","LA MESA","PARTICULAR","ACTIVO","MOTOCICLETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","MADRID","PARTICULAR","ACTIVO","AUTOMOVIL","1999","13","AGOSTO","2026"
"CUNDINAMARCA","MADRID","PARTICULAR","ACTIVO","CAMIONETA","1999","9","AGOSTO","2026"
"CUNDINAMARCA","MADRID","PARTICULAR","ACTIVO","CAMPERO","1999","3","AGOSTO","2026"
"CUNDINAMARCA","MADRID","PARTICULAR","ACTIVO","MOTOCICLETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","MOSQUERA","PARTICULAR","ACTIVO","AUTOMOVIL","1999","38","AGOSTO","2026"
"CUNDINAMARCA","MOSQUERA","PÚBLICO","ACTIVO","AUTOMOVIL","1999","1","AGOSTO","2026"
"CUNDINAMARCA","MOSQUERA","PÚBLICO","ACTIVO","CAMION","1999","2","AGOSTO","2026"
"CUNDINAMARCA","MOSQUERA","OFICIAL","ACTIVO","CAMIONETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","MOSQUERA","PARTICULAR","ACTIVO","CAMIONETA","1999","13","AGOSTO","2026"
"CUNDINAMARCA","MOSQUERA","PARTICULAR","ACTIVO","CAMPERO","1999","14","AGOSTO","2026"
"CUNDINAMARCA","MOSQUERA","PÚBLICO","ACTIVO","MICROBUS","1999","3","AGOSTO","2026"
"CUNDINAMARCA","MOSQUERA","PARTICULAR","ACTIVO","MOTOCICLETA","1999","42","AGOSTO","2026"
"CUNDINAMARCA","MOSQUERA","PARTICULAR","INCONSISTENTE","MOTOCICLETA","1999","2","AGOSTO","2026"
"CUNDINAMARCA","MOSQUERA","NO REGISTRA","ACTIVO","SEMIREMOLQUE","1999","1","AGOSTO","2026"
"CUNDINAMARCA","MOSQUERA","PÚBLICO","ACTIVO","TRACTOCAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","PACHO","PÚBLICO","ACTIVO","AUTOMOVIL","1999","2","AGOSTO","2026"
"CUNDINAMARCA","PACHO","PARTICULAR","ACTIVO","AUTOMOVIL","1999","6","AGOSTO","2026"
"CUNDINAMARCA","PACHO","PARTICULAR","ACTIVO","BUS","1999","1","AGOSTO","2026"
"CUNDINAMARCA","PACHO","PARTICULAR","ACTIVO","BUSETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","PACHO","PARTICULAR","ACTIVO","CAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","PACHO","PÚBLICO","ACTIVO","CAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","PACHO","OTROS","ACTIVO","CAMIONETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","PACHO","PARTICULAR","ACTIVO","CAMIONETA","1999","9","AGOSTO","2026"
"CUNDINAMARCA","PACHO","PÚBLICO","ACTIVO","CAMIONETA","1999","2","AGOSTO","2026"
"CUNDINAMARCA","PACHO","PARTICULAR","ACTIVO","CAMPERO","1999","18","AGOSTO","2026"
"CUNDINAMARCA","PACHO","PÚBLICO","ACTIVO","MICROBUS","1999","6","AGOSTO","2026"
"CUNDINAMARCA","PACHO","PARTICULAR","ACTIVO","MOTOCICLETA","1999","24","AGOSTO","2026"
"CUNDINAMARCA","PUERTO SALGAR","PARTICULAR","ACTIVO","CAMIONETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","RICAURTE","PARTICULAR","ACTIVO","AUTOMOVIL","1999","67","AGOSTO","2026"
"CUNDINAMARCA","RICAURTE","PÚBLICO","ACTIVO","AUTOMOVIL","1999","9","AGOSTO","2026"
"CUNDINAMARCA","RICAURTE","PÚBLICO","ACTIVO","BUS","1999","1","AGOSTO","2026"
"CUNDINAMARCA","RICAURTE","PÚBLICO","ACTIVO","BUSETA","1999","3","AGOSTO","2026"
"CUNDINAMARCA","RICAURTE","PÚBLICO","ACTIVO","CAMION","1999","7","AGOSTO","2026"
"CUNDINAMARCA","RICAURTE","PARTICULAR","ACTIVO","CAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","RICAURTE","PARTICULAR","INCONSISTENTE","CAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","RICAURTE","PARTICULAR","ACTIVO","CAMIONETA","1999","29","AGOSTO","2026"
"CUNDINAMARCA","RICAURTE","PÚBLICO","ACTIVO","CAMIONETA","1999","5","AGOSTO","2026"
"CUNDINAMARCA","RICAURTE","PARTICULAR","ACTIVO","CAMPERO","1999","15","AGOSTO","2026"
"CUNDINAMARCA","RICAURTE","OFICIAL","ACTIVO","CAMPERO","1999","1","AGOSTO","2026"
"CUNDINAMARCA","RICAURTE","PARTICULAR","ACTIVO","MAQ. INDUSTRIAL","1999","2","AGOSTO","2026"
"CUNDINAMARCA","RICAURTE","PÚBLICO","ACTIVO","MICROBUS","1999","2","AGOSTO","2026"
"CUNDINAMARCA","RICAURTE","PARTICULAR","ACTIVO","MOTOCICLETA","1999","299","AGOSTO","2026"
"CUNDINAMARCA","RICAURTE","PARTICULAR","INCONSISTENTE","MOTOCICLETA","1999","2","AGOSTO","2026"
"CUNDINAMARCA","RICAURTE","PÚBLICO","ACTIVO","TRACTOCAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","RICAURTE","PÚBLICO","ACTIVO","VOLQUETA","1999","2","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","OFICIAL","ACTIVO","AUTOMOVIL","1999","3","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PARTICULAR","ACTIVO","AUTOMOVIL","1999","366","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PÚBLICO","ACTIVO","AUTOMOVIL","1999","3","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PÚBLICO","ACTIVO","BUS","1999","5","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","OFICIAL","ACTIVO","BUS","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PARTICULAR","ACTIVO","BUS","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PÚBLICO","ACTIVO","BUSETA","1999","40","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PARTICULAR","ACTIVO","BUSETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PÚBLICO","ACTIVO","CAMION","1999","54","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PARTICULAR","ACTIVO","CAMION","1999","6","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PÚBLICO","ACTIVO","CAMIONETA","1999","70","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PARTICULAR","ACTIVO","CAMIONETA","1999","158","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","OFICIAL","ACTIVO","CAMIONETA","1999","80","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PARTICULAR","INCONSISTENTE","CAMPERO","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PARTICULAR","ACTIVO","CAMPERO","1999","136","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","OFICIAL","ACTIVO","CAMPERO","1999","4","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PARTICULAR","ACTIVO","MAQ. INDUSTRIAL","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","OFICIAL","ACTIVO","MAQ. INDUSTRIAL","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","OFICIAL","ACTIVO","MICROBUS","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PÚBLICO","ACTIVO","MICROBUS","1999","24","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PARTICULAR","ACTIVO","MICROBUS","1999","5","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","OFICIAL","ACTIVO","MOTOCICLETA","1999","6","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PARTICULAR","INCONSISTENTE","MOTOCICLETA","1999","6","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PARTICULAR","ACTIVO","MOTOCICLETA","1999","673","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PÚBLICO","ACTIVO","TRACTOCAMION","1999","9","AGOSTO","2026"
"CUNDINAMARCA","SESQUILE","PÚBLICO","ACTIVO","VOLQUETA","1999","7","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PARTICULAR","ACTIVO","AUTOMOVIL","1999","221","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PÚBLICO","ACTIVO","AUTOMOVIL","1999","4","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PÚBLICO","ACTIVO","BUS","1999","5","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PARTICULAR","ACTIVO","BUS","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PÚBLICO","ACTIVO","BUSETA","1999","15","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PARTICULAR","ACTIVO","CAMION","1999","4","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PÚBLICO","ACTIVO","CAMION","1999","27","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PARTICULAR","ACTIVO","CAMIONETA","1999","126","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PÚBLICO","ACTIVO","CAMIONETA","1999","24","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","OFICIAL","ACTIVO","CAMIONETA","1999","2","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","OFICIAL","ACTIVO","CAMPERO","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PARTICULAR","ACTIVO","CAMPERO","1999","61","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PÚBLICO","ACTIVO","CAMPERO","1999","2","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PARTICULAR","ACTIVO","MAQ. INDUSTRIAL","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PARTICULAR","ACTIVO","MICROBUS","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PÚBLICO","ACTIVO","MICROBUS","1999","38","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PARTICULAR","INCONSISTENTE","MOTOCICLETA","1999","3","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PARTICULAR","ACTIVO","MOTOCICLETA","1999","542","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PÚBLICO","ACTIVO","TRACTOCAMION","1999","3","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PÚBLICO","ACTIVO","VOLQUETA","1999","3","AGOSTO","2026"
"CUNDINAMARCA","SIBATE","PARTICULAR","ACTIVO","VOLQUETA","1999","4","AGOSTO","2026"
"CUNDINAMARCA","SILVANIA","PARTICULAR","ACTIVO","AUTOMOVIL","1999","4","AGOSTO","2026"
"CUNDINAMARCA","SILVANIA","PARTICULAR","ACTIVO","BUS","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SILVANIA","PARTICULAR","ACTIVO","CAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SILVANIA","PARTICULAR","ACTIVO","CAMIONETA","1999","4","AGOSTO","2026"
"CUNDINAMARCA","SILVANIA","PARTICULAR","ACTIVO","CAMPERO","1999","3","AGOSTO","2026"
"CUNDINAMARCA","SILVANIA","PARTICULAR","ACTIVO","MOTOCICLETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SILVANIA","OFICIAL","ACTIVO","VOLQUETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SOACHA","PARTICULAR","ACTIVO","AUTOMOVIL","1999","10","AGOSTO","2026"
"CUNDINAMARCA","SOACHA","PÚBLICO","ACTIVO","CAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SOACHA","PARTICULAR","ACTIVO","CAMIONETA","1999","7","AGOSTO","2026"
"CUNDINAMARCA","SOACHA","PÚBLICO","ACTIVO","CAMIONETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SOACHA","PARTICULAR","ACTIVO","CAMPERO","1999","2","AGOSTO","2026"
"CUNDINAMARCA","SOACHA","PÚBLICO","ACTIVO","MICROBUS","1999","21","AGOSTO","2026"
"CUNDINAMARCA","SOACHA","PARTICULAR","ACTIVO","MICROBUS","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SOACHA","PARTICULAR","ACTIVO","MOTOCICLETA","1999","4","AGOSTO","2026"
"CUNDINAMARCA","SOPO","PÚBLICO","ACTIVO","CAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SOPO","PARTICULAR","ACTIVO","CAMIONETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","SOPO","PARTICULAR","ACTIVO","CAMPERO","1999","1","AGOSTO","2026"
"CUNDINAMARCA","TENJO","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1999","11","AGOSTO","2026"
"CUNDINAMARCA","TENJO","PÚBLICO","ACTIVO","AUTOMOVIL","1999","8","AGOSTO","2026"
"CUNDINAMARCA","TENJO","PARTICULAR","ACTIVO","AUTOMOVIL","1999","3609","AGOSTO","2026"
"CUNDINAMARCA","TENJO","OFICIAL","ACTIVO","AUTOMOVIL","1999","11","AGOSTO","2026"
"CUNDINAMARCA","TENJO","PARTICULAR","ACTIVO","BUS","1999","1","AGOSTO","2026"
"CUNDINAMARCA","TENJO","PÚBLICO","ACTIVO","BUS","1999","12","AGOSTO","2026"
"CUNDINAMARCA","TENJO","PARTICULAR","ACTIVO","BUSETA","1999","1","AGOSTO","2026"
"CUNDINAMARCA","TENJO","PÚBLICO","ACTIVO","BUSETA","1999","32","AGOSTO","2026"
"CUNDINAMARCA","TENJO","PARTICULAR","ACTIVO","CAMION","1999","23","AGOSTO","2026"
"CUNDINAMARCA","TENJO","OFICIAL","ACTIVO","CAMION","1999","4","AGOSTO","2026"
"CUNDINAMARCA","TENJO","PÚBLICO","ACTIVO","CAMION","1999","217","AGOSTO","2026"
"CUNDINAMARCA","TENJO","PARTICULAR","INCONSISTENTE","CAMION","1999","1","AGOSTO","2026"
"CUNDINAMARCA","TENJO","PARTICULAR","INCONSISTENTE","CAMIONETA","1999","2","AGOSTO","2026"
"CUNDINAMARCA","TENJO","PARTICULAR","ACTIVO","CAMIONETA","1999","848","AGOSTO","2026"
"CUNDINAMARCA","TENJO","OFICIAL","ACTIVO","CAMIONETA","1999","12","AGOSTO","2026"
"CUNDINAMARCA","TENJO","PÚBLICO","ACTIVO","CAMIONETA","1999","327","AGOSTO","2026"
"CUNDINAMARCA","TENJO","PARTICULAR","INCONSISTENTE","CAMPERO","1999","3","AGOSTO","2026"
"CUNDINAMARCA","TENJO","OFICIAL","ACTIVO","CAMPERO","1999","8","AGOSTO","2026"
